M:StockSharp.Community.IStrategyService.StartBacktest(System.Guid,StockSharp.Community.StrategyBacktest)/summary;DocStr9112
M:StockSharp.Community.IStrategyService.StartBacktest(System.Guid,StockSharp.Community.StrategyBacktest)/param/sessionId;DocStr138
M:StockSharp.Community.IStrategyService.StartBacktest(System.Guid,StockSharp.Community.StrategyBacktest)/param/backtest;DocStr9110
M:StockSharp.Community.IStrategyService.StartBacktest(System.Guid,StockSharp.Community.StrategyBacktest)/returns;DocStr9113
M:StockSharp.Community.IStrategyService.StopBacktest(System.Guid,System.Int64)/summary;DocStr9114
M:StockSharp.Community.IStrategyService.StopBacktest(System.Guid,System.Int64)/param/sessionId;DocStr138
M:StockSharp.Community.IStrategyService.StopBacktest(System.Guid,System.Int64)/param/backtestId;DocStr9113
M:StockSharp.Community.IStrategyService.StopBacktest(System.Guid,System.Int64)/returns;DocStr3021
M:StockSharp.Community.IStrategyService.GetCompletedIterationCount(System.Guid,System.Int64)/summary;DocStr9115
M:StockSharp.Community.IStrategyService.GetCompletedIterationCount(System.Guid,System.Int64)/param/sessionId;DocStr138
M:StockSharp.Community.IStrategyService.GetCompletedIterationCount(System.Guid,System.Int64)/param/backtestId;DocStr9113
M:StockSharp.Community.IStrategyService.GetCompletedIterationCount(System.Guid,System.Int64)/returns;DocStr9116
M:StockSharp.Community.IStrategyService.GetBacktestResult(System.Guid,System.Int64)/summary;DocStr9117
M:StockSharp.Community.IStrategyService.GetBacktestResult(System.Guid,System.Int64)/param/sessionId;DocStr138
M:StockSharp.Community.IStrategyService.GetBacktestResult(System.Guid,System.Int64)/param/backtestId;DocStr9113
M:StockSharp.Community.IStrategyService.GetBacktestResult(System.Guid,System.Int64)/returns;DocStr9118
T:StockSharp.Community.NotificationClient/summary;DocStr3070
M:StockSharp.Community.NotificationClient.#ctor/summary;DocStr1
M:StockSharp.Community.NotificationClient.#ctor(System.Uri)/summary;DocStr1
M:StockSharp.Community.NotificationClient.#ctor(System.Uri)/param/address;DocStr2962
P:StockSharp.Community.NotificationClient.SmsCount/summary;DocStr3016
P:StockSharp.Community.NotificationClient.EmailCount/summary;DocStr3018
M:StockSharp.Community.NotificationClient.SendSms(System.String)/summary;DocStr3019
M:StockSharp.Community.NotificationClient.SendSms(System.String)/param/message;DocStr3020
M:StockSharp.Community.NotificationClient.SendEmail(System.String,System.String)/summary;DocStr3022
M:StockSharp.Community.NotificationClient.SendEmail(System.String,System.String)/param/title;DocStr3023
M:StockSharp.Community.NotificationClient.SendEmail(System.String,System.String)/param/body;DocStr3020
M:StockSharp.Community.NotificationClient.SendMessage(System.String,System.String,StockSharp.Community.FileData[])/summary;DocStr9451
M:StockSharp.Community.NotificationClient.SendMessage(System.String,System.String,StockSharp.Community.FileData[])/param/title;DocStr3023
M:StockSharp.Community.NotificationClient.SendMessage(System.String,System.String,StockSharp.Community.FileData[])/param/body;DocStr3020
M:StockSharp.Community.NotificationClient.SendMessage(System.String,System.String,StockSharp.Community.FileData[])/param/attachments;DocStr9547
M:StockSharp.Community.NotificationClient.SendFeedback(StockSharp.Community.Products,System.Int32,System.String)/summary;DocStr9824
M:StockSharp.Community.NotificationClient.SendFeedback(StockSharp.Community.Products,System.Int32,System.String)/param/product;Product
M:StockSharp.Community.NotificationClient.SendFeedback(StockSharp.Community.Products,System.Int32,System.String)/param/rating;DocStr9825
M:StockSharp.Community.NotificationClient.SendFeedback(StockSharp.Community.Products,System.Int32,System.String)/param/comment;Str135
M:StockSharp.Community.NotificationClient.HasFeedback(StockSharp.Community.Products)/summary;DocStr9823
M:StockSharp.Community.NotificationClient.HasFeedback(StockSharp.Community.Products)/param/product;Product
M:StockSharp.Community.NotificationClient.HasFeedback(StockSharp.Community.Products)/returns;DocStr8659
E:StockSharp.Community.NotificationClient.NewsReceived/summary;DocStr887
M:StockSharp.Community.NotificationClient.SubscribeNews/summary;DocStr3071
M:StockSharp.Community.NotificationClient.UnSubscribeNews/summary;DocStr3072
M:StockSharp.Community.NotificationClient.DisposeManaged/summary;DocStr7
T:StockSharp.Community.Profile/summary;DocStr3028
P:StockSharp.Community.Profile.Id/summary;Str361
P:StockSharp.Community.Profile.Password/summary;DocStr3029
P:StockSharp.Community.Profile.DisplayName/summary;DocStr9078
P:StockSharp.Community.Profile.Email/summary;EmailAddress
P:StockSharp.Community.Profile.Phone/summary;Phone
P:StockSharp.Community.Profile.Homepage/summary;WebSite
P:StockSharp.Community.Profile.Skype/summary;Skype
P:StockSharp.Community.Profile.City/summary;City
P:StockSharp.Community.Profile.Gender/summary;Gender
P:StockSharp.Community.Profile.IsSubscription/summary;DocStr8694
P:StockSharp.Community.Profile.Language/summary;Str3429
P:StockSharp.Community.Profile.Balance/summary;Str1325
P:StockSharp.Community.Profile.Avatar/summary;Str1325
P:StockSharp.Community.Profile.CreationDate/summary;DocStr9119
T:StockSharp.Community.ProfileClient/summary;DocStr3073
M:StockSharp.Community.ProfileClient.#ctor/summary;DocStr1
M:StockSharp.Community.ProfileClient.#ctor(System.Uri)/summary;DocStr1
M:StockSharp.Community.ProfileClient.#ctor(System.Uri)/param/address;DocStr2962
M:StockSharp.Community.ProfileClient.CreateProfile(StockSharp.Community.Profile)/summary;DocStr3038
M:StockSharp.Community.ProfileClient.CreateProfile(StockSharp.Community.Profile)/param/profile;DocStr3028
M:StockSharp.Community.ProfileClient.SendEmail(System.String)/summary;DocStr3039
M:StockSharp.Community.ProfileClient.SendEmail(System.String)/param/email;EmailAddress
M:StockSharp.Community.ProfileClient.ValidateEmail(System.String,System.String)/summary;DocStr3040
M:StockSharp.Community.ProfileClient.ValidateEmail(System.String,System.String)/param/email;EmailAddress
M:StockSharp.Community.ProfileClient.ValidateEmail(System.String,System.String)/param/emailCode;DocStr3041
M:StockSharp.Community.ProfileClient.SendSms(System.String,System.String)/summary;DocStr3042
M:StockSharp.Community.ProfileClient.SendSms(System.String,System.String)/param/email;EmailAddress
M:StockSharp.Community.ProfileClient.SendSms(System.String,System.String)/param/phone;Phone
M:StockSharp.Community.ProfileClient.ValidatePhone(System.String,System.String)/summary;DocStr3043
M:StockSharp.Community.ProfileClient.ValidatePhone(System.String,System.String)/param/email;EmailAddress
M:StockSharp.Community.ProfileClient.ValidatePhone(System.String,System.String)/param/smsCode;DocStr3044
M:StockSharp.Community.ProfileClient.UpdateProfile(StockSharp.Community.Profile)/summary;DocStr3045
M:StockSharp.Community.ProfileClient.UpdateProfile(StockSharp.Community.Profile)/param/profile;DocStr3028
M:StockSharp.Community.ProfileClient.GetProfile/summary;DocStr3046
M:StockSharp.Community.ProfileClient.GetProfile/returns;DocStr3028
M:StockSharp.Community.ProfileClient.GetUserProfile(System.Int64)/summary;DocStr9034
M:StockSharp.Community.ProfileClient.GetUserProfile(System.Int64)/param/userId;DocStr9035
M:StockSharp.Community.ProfileClient.GetUserProfile(System.Int64)/returns;DocStr9036
T:StockSharp.Community.ServerCredentials/summary;DocStr3074
M:StockSharp.Community.ServerCredentials.#ctor/summary;DocStr1
P:StockSharp.Community.ServerCredentials.Email/summary;Email
P:StockSharp.Community.ServerCredentials.Password/summary;Password
P:StockSharp.Community.ServerCredentials.AutoLogon/summary;XamlStr78
M:StockSharp.Community.ServerCredentials.Load(Ecng.Serialization.SettingsStorage)/summary;DocStr2
M:StockSharp.Community.ServerCredentials.Load(Ecng.Serialization.SettingsStorage)/param/storage;DocStr3
M:StockSharp.Community.ServerCredentials.Save(Ecng.Serialization.SettingsStorage)/summary;DocStr4
M:StockSharp.Community.ServerCredentials.Save(Ecng.Serialization.SettingsStorage)/param/storage;DocStr3
T:StockSharp.Community.ServerCredentialsExtensions/summary;DocStr4290
F:StockSharp.Community.ServerCredentialsExtensions.StockSharpFolder/summary;DocStr9169
M:StockSharp.Community.ServerCredentialsExtensions.TryLoadCredentials(StockSharp.Community.ServerCredentials)/summary;DocStr9170
M:StockSharp.Community.ServerCredentialsExtensions.TryLoadCredentials(StockSharp.Community.ServerCredentials)/param/credentials;DocStr3074
M:StockSharp.Community.ServerCredentialsExtensions.TryLoadCredentials(StockSharp.Community.ServerCredentials)/returns;DocStr9171
M:StockSharp.Community.ServerCredentialsExtensions.SaveCredentials(StockSharp.Community.ServerCredentials)/summary;DocStr9172
M:StockSharp.Community.ServerCredentialsExtensions.SaveCredentials(StockSharp.Community.ServerCredentials)/param/credentials;DocStr3074
M:StockSharp.Community.ServerCredentialsExtensions.SaveCredentials(StockSharp.Community.ServerCredentials,System.Boolean)/summary;DocStr9172
M:StockSharp.Community.ServerCredentialsExtensions.SaveCredentials(StockSharp.Community.ServerCredentials,System.Boolean)/param/credentials;DocStr3074
M:StockSharp.Community.ServerCredentialsExtensions.SaveCredentials(StockSharp.Community.ServerCredentials,System.Boolean)/param/savePassword;DocStr9783
T:StockSharp.Community.StrategyClient/summary;DocStr2979
M:StockSharp.Community.StrategyClient.#ctor/summary;DocStr1
M:StockSharp.Community.StrategyClient.#ctor(System.Uri)/summary;DocStr1
M:StockSharp.Community.StrategyClient.#ctor(System.Uri)/param/address;ServerAddress
P:StockSharp.Community.StrategyClient.Strategies/summary;DocStr9050
P:StockSharp.Community.StrategyClient.Subscriptions/summary;DocStr9051
P:StockSharp.Community.StrategyClient.StrategyBacktests/summary;DocStr9120
E:StockSharp.Community.StrategyClient.StrategyCreated/summary;DocStr9052
E:StockSharp.Community.StrategyClient.StrategyUpdated/summary;DocStr9053
E:StockSharp.Community.StrategyClient.StrategyDeleted/summary;DocStr9054
E:StockSharp.Community.StrategyClient.StrategySubscribed/summary;DocStr9076
E:StockSharp.Community.StrategyClient.StrategyUnSubscribed/summary;DocStr9077
E:StockSharp.Community.StrategyClient.BacktestProgressChanged/summary;DocStr9121
E:StockSharp.Community.StrategyClient.BacktestStopped/summary;DocStr9122
M:StockSharp.Community.StrategyClient.CreateStrategy(StockSharp.Community.StrategyData)/summary;DocStr3051
M:StockSharp.Community.StrategyClient.CreateStrategy(StockSharp.Community.StrategyData)/param/strategy;DocStr3052
M:StockSharp.Community.StrategyClient.UpdateStrategy(StockSharp.Community.StrategyData)/summary;DocStr3054
M:StockSharp.Community.StrategyClient.UpdateStrategy(StockSharp.Community.StrategyData)/param/strategy;DocStr3052
M:StockSharp.Community.StrategyClient.DeleteStrategy(StockSharp.Community.StrategyData)/summary;DocStr3055
M:StockSharp.Community.StrategyClient.DeleteStrategy(StockSharp.Community.StrategyData)/param/strategy;DocStr3052
M:StockSharp.Community.StrategyClient.Subscribe(StockSharp.Community.StrategyData,System.Boolean)/summary;DocStr3062
M:StockSharp.Community.StrategyClient.Subscribe(StockSharp.Community.StrategyData,System.Boolean)/param/isAutoRenew;DocStr9043
M:StockSharp.Community.StrategyClient.Subscribe(StockSharp.Community.StrategyData,System.Boolean)/param/strategy;DocStr3052
M:StockSharp.Community.StrategyClient.Subscribe(StockSharp.Community.StrategyData,System.Boolean)/returns;DocStr9044
M:StockSharp.Community.StrategyClient.UnSubscribe(StockSharp.Community.StrategySubscription)/summary;DocStr3063
M:StockSharp.Community.StrategyClient.UnSubscribe(StockSharp.Community.StrategySubscription)/param/subscription;DocStr9044
M:StockSharp.Community.StrategyClient.GetApproximateAmount(StockSharp.Community.StrategyBacktest)/summary;DocStr9109
M:StockSharp.Community.StrategyClient.GetApproximateAmount(StockSharp.Community.StrategyBacktest)/param/backtest;DocStr9110
M:StockSharp.Community.StrategyClient.GetApproximateAmount(StockSharp.Community.StrategyBacktest)/returns;DocStr9111
M:StockSharp.Community.StrategyClient.StartBacktest(StockSharp.Community.StrategyBacktest)/summary;DocStr9112
M:StockSharp.Community.StrategyClient.StartBacktest(StockSharp.Community.StrategyBacktest)/param/backtest;DocStr9110
M:StockSharp.Community.StrategyClient.StopBacktest(StockSharp.Community.StrategyBacktest)/summary;DocStr9114
M:StockSharp.Community.StrategyClient.StopBacktest(StockSharp.Community.StrategyBacktest)/param/backtest;DocStr9110
M:StockSharp.Community.StrategyClient.GetDescription(System.Int64)/summary;DocStr9864
M:StockSharp.Community.StrategyClient.GetDescription(System.Int64)/param/id;Str361
M:StockSharp.Community.StrategyClient.GetDescription(System.Int64)/returns;DocStr3052
M:StockSharp.Community.StrategyClient.DisposeManaged/summary;DocStr7
T:StockSharp.Community.StrategyContentTypes/summary;DocStr9056
F:StockSharp.Community.StrategyContentTypes.SourceCode/summary;DocStr3079
F:StockSharp.Community.StrategyContentTypes.CompiledAssembly/summary;DocStr3080
F:StockSharp.Community.StrategyContentTypes.Schema/summary;DocStr9057
F:StockSharp.Community.StrategyContentTypes.EncryptedSchema/summary;DocStr9058
F:StockSharp.Community.StrategyContentTypes.StandaloneApp/summary;DocStr9790
F:StockSharp.Community.StrategyContentTypes.Indicator/summary;Str1981
T:StockSharp.Community.StrategyPriceTypes/summary;DocStr9059
F:StockSharp.Community.StrategyPriceTypes.Lifetime/summary;Lifetime
F:StockSharp.Community.StrategyPriceTypes.PerMonth/summary;PerMonth
F:StockSharp.Community.StrategyPriceTypes.Annual/summary;Annual
T:StockSharp.Community.StrategyData/summary;DocStr3052
P:StockSharp.Community.StrategyData.Id/summary;Str361
P:StockSharp.Community.StrategyData.CreationDate/summary;DocStr3076
P:StockSharp.Community.StrategyData.Name/summary;Name2
P:StockSharp.Community.StrategyData.Description/summary;Str3185
P:StockSharp.Community.StrategyData.Tags/summary;DocStr9829
P:StockSharp.Community.StrategyData.DescriptionId/summary;DocStr3077
P:StockSharp.Community.StrategyData.PriceType/summary;DocStr9067
P:StockSharp.Community.StrategyData.Price/summary;DocStr3078
P:StockSharp.Community.StrategyData.ContentType/summary;DocStr9067
P:StockSharp.Community.StrategyData.Content/summary;DocStr9069
P:StockSharp.Community.StrategyData.Author/summary;DocStr3081
P:StockSharp.Community.StrategyData.Picture/summary;DocStr9070
P:StockSharp.Community.StrategyData.Revision/summary;DocStr9071
P:StockSharp.Community.StrategyData.UserId/summary;DocStr9035
P:StockSharp.Community.StrategyData.IsPrivate/summary;DocStr9123
P:StockSharp.Community.StrategyData.IsColocation/summary;DocStr9830
P:StockSharp.Community.StrategyData.PromoPrice/summary;DocStr9831
P:StockSharp.Community.StrategyData.PromoEnd/summary;DocStr9832
T:StockSharp.Community.StrategySubscription/summary;DocStr9044
P:StockSharp.Community.StrategySubscription.Id/summary;Str361
P:StockSharp.Community.StrategySubscription.StrategyId/summary;DocStr9072
P:StockSharp.Community.StrategySubscription.Start/summary;StartTime
P:StockSharp.Community.StrategySubscription.End/summary;XamlStr387
P:StockSharp.Community.StrategySubscription.Amount/summary;DocStr9073
P:StockSharp.Community.StrategySubscription.HardwareId/summary;DocStr3872
P:StockSharp.Community.StrategySubscription.Account/summary;DocStr3873
P:StockSharp.Community.StrategySubscription.IsAutoRenew/summary;DocStr9043
T:StockSharp.Community.Products/summary;DocStr2998
F:StockSharp.Community.Products.Api/summary;DocStr2999
F:StockSharp.Community.Products.Hydra/summary;DocStr3000
F:StockSharp.Community.Products.Studio/summary;DocStr3001
F:StockSharp.Community.Products.Designer/summary;DocStr8696
F:StockSharp.Community.Products.Terminal/summary;DocStr8696
F:StockSharp.Community.Products.Server/summary;DocStr3002
T:StockSharp.Community.ISessionService/summary;DocStr3037
M:StockSharp.Community.ISessionService.CreateSession(StockSharp.Community.Products,System.Guid)/summary;DocStr8697
M:StockSharp.Community.ISessionService.CreateSession(StockSharp.Community.Products,System.Guid)/param/product;Product
M:StockSharp.Community.ISessionService.CreateSession(StockSharp.Community.Products,System.Guid)/param/sessionId;DocStr8699
M:StockSharp.Community.ISessionService.CreateSession(StockSharp.Community.Products,System.Guid)/returns;DocStr8700
M:StockSharp.Community.ISessionService.Ping(System.Int64)/summary;DocStr8701
M:StockSharp.Community.ISessionService.Ping(System.Int64)/param/sessionId;DocStr8700
M:StockSharp.Community.ISessionService.CloseSession(System.Int64)/summary;DocStr8702
M:StockSharp.Community.ISessionService.CloseSession(System.Int64)/param/sessionId;DocStr8700
T:StockSharp.Community.FileData/summary;DocStr9032
P:StockSharp.Community.FileData.Id/summary;Str361
P:StockSharp.Community.FileData.FileName/summary;Str2002
P:StockSharp.Community.FileData.Body/summary;DocStr2995
P:StockSharp.Community.FileData.BodyLength/summary;DocStr9124
P:StockSharp.Community.FileData.IsPublic/summary;DocStr9033
P:StockSharp.Community.FileData.Url/summary;DocStr9125
P:StockSharp.Community.FileData.CreationDate/summary;DocStr9126
T:StockSharp.Community.StrategyBacktestMarketData/summary;DocStr9127
F:StockSharp.Community.StrategyBacktestMarketData.Ticks/summary;Ticks
F:StockSharp.Community.StrategyBacktestMarketData.OrderBook/summary;DocStr8573
F:StockSharp.Community.StrategyBacktestMarketData.OrderLog/summary;DocStr9128
T:StockSharp.Community.StrategyBacktestIteration/summary;DocStr9129
P:StockSharp.Community.StrategyBacktestIteration.Id/summary;Str361
P:StockSharp.Community.StrategyBacktestIteration.BacktestId/summary;DocStr9130
P:StockSharp.Community.StrategyBacktestIteration.Begin/summary;DocStr9131
P:StockSharp.Community.StrategyBacktestIteration.End/summary;XamlStr387
T:StockSharp.Community.StrategyBacktest/summary;DocStr9110
P:StockSharp.Community.StrategyBacktest.Id/summary;Str361
P:StockSharp.Community.StrategyBacktest.StrategyId/summary;DocStr3053
P:StockSharp.Community.StrategyBacktest.MarketData/summary;DocStr9132
P:StockSharp.Community.StrategyBacktest.SecurityId/summary;DocStr9133
P:StockSharp.Community.StrategyBacktest.Iterations/summary;DocStr9134
P:StockSharp.Community.StrategyBacktest.MachineCount/summary;DocStr9135
P:StockSharp.Community.StrategyBacktest.MaxAmount/summary;DocStr9136
P:StockSharp.Community.StrategyBacktest.IsMaxAmountUsd/summary;DocStr9137
P:StockSharp.Community.StrategyBacktest.CreationDate/summary;DocStr9126
