Str652;Data keep time cannot be negative.;Время хранения данных не может быть отрицательным.
Str653Params;Type '{0}' can not be used as source data for candles.;Тип '{0}' не может быть использован как исходные данные для свечек.
Str654Params;Candle for {0} is already filled for buffer.;Свеча за {0} уже заполнена для буфера.
Str655;Insufficient data to form a spread-candle.;Недостаточно данных для формирование спред-свечи.
Str656;Insufficient data to form the last spread-candle.;Недостаточно данных для формирование последней спред-свечи.
Str657;Cannot calculate security basket value.;Невозможно вычислить значение корзины инструментов.
CommissionValue;Commission value.;Значение комиссии.
Str660;Order commission;Комиссия за заявку
Str661;Trade commission;Комиссия за сделку
Str662;Order (volume);Заявка (объем)
Str663;Order volume commission;Комиссия за объем в заявке
Str664;Trade (volume);Сделка (объем)
Str665;Trade volume commission;Комиссия за объем в сделке
Str666;Orders (quantity);Заявки (количество)
Str667;Number of orders commission;Комиссия за количество заявок
Str668;Orders;Заявок
Str669;Number of orders.;Количество заявок.
Str670;Trade (quantity);Сделка (количество)
Str671;Number of trades commission;Комиссия за количество сделок
Str672;Trade (price);Сделка (цена)
Str673;Trade price commission;Комиссия за цену в сделке
Str674;Security commission;Комиссия инструмента
Str675;Security (type);Инструмент (тип)
Str676;Security type commission;Комиссия типа инструмента
BoardCommission;Board commission;Комиссия площадки
Turnover;Turnover;Оборот
TurnoverCommission;Turnover commission;Комиссия за оборот
Str681Params;Message '{0}' caused processing error.;Сообщение '{0}' привело к ошибке обработки.
Str682Params;Empty associative information. Code {0} type {1}.;Ассоциативная информация пустая. Код {0} тип {1}.
Str683;Connection process was interrupted because of an unexpected disconnection.;Процесс подключения был прервал из-за неожиданного отключения.
Str684;Disconnection process was interrupted because of an unexpected connection.;Процесс отключения был прерван из-за неожиданного подключения.
Str685Params;Connection in state {0} received an unexpected message of type '{1}'.;Подключение в состоянии {0} получило неожиданное сообщение типа '{1}'.
ConnectionNotSupportSecurity;Connection does not support security {0}.;Подключение не поддерживает работу с инструментом {0}.
Str687Params;Securities {0} and {1} have the same trading system {2} ID.;Инструменты {0} и {1} имеют одинаковый идентификатор торговой системы {2}.
Str688Params;Message '{0}' does not have information about the type of data being transferred.;Сообщение '{0}' не имеет информации о передаваемом типе данных.
Str689Params;For order {0}/{1} security information has not been submitted.;Для заявки {0}/{1} не была передана информация об инструменте.
Str690Params;Security {0} is registered to get market data for {1};Инструмент {0} зарегистрирован на получение рыночных данных для {1}
Str691Params; from {0} till {1}; с {0} по {1}
Str692Params;Security {0} for connection {1} not found.;Инструмент {0} для подключения {1} не найден.
Str693Params;Cannot start export, because export is in state {0}.;Невозможно выполнить запуск экспорта, так как экспорт находится в состоянии {0}.
Str694Params;Cannot stop export, because export is in state {0}.;Невозможно выполнить остановку экспорта, так как экспорт находится в состоянии {0}.
ContinuousSecurity;Continuous security;Непрерывный инструмент
Str696;Continuous security (generally, a futures contract), containing expirable securities.;Непрерывный инструмент (как правило, фьючерс), содержащий в себе инструменты, подверженные экспирации.
Str697Params;Security {0} is not an internal security.;Инструмент {0} не является внутренним инструментом.
Str698Params;Security {0} does not have information about expiry time.;Инструмент {0} не имеет информацию о времени экспирации.
Str699Params;For security {0} expiry time after shift {1} exceeded the actual expiration time {2}.;Для инструмента {0} значение экспирации после сдвига {1} превысило реальное время экспирации {2}.
Str700;Portfolio model does not contain options.;Портфельная модель не содержит опционы.
Str701Params;Asset {0} dividents not paid.;Дивиденды на актив {0} не начисляются.
Str702;Number of digits after coma is incorrect.;Количество знаков после запятой не верно.
Str703Params;Type of option {0} is missing.;Тип опциона {0} отсутствует.
Str704Params;Security {0} not found.;Инструмент {0} не найден.
Str705Params;Underlying asset was not found for derivative {0}.;Для дериватива {0} не было найдено базового актива.
Str706Params;Opposite option contract for {0} not found.;Противоположный опцион для {0} не найден.
Str707Params;Options contract for {0} not found.;Опцион для {0} не найден.
Str708;Insufficient information to determine the strike step.;Недостаточно информации для определения шага страйка.
Str709Params;Security {0} does not have information about expiry date.;Инструмент {0} не имеет информацию о дате экспирации.
Str710Params;Expiry time for {0} has passed. Current date {1}.;Время экспирации для {0} прошло. Текущая дата {1}.
Str711;Standard deviation has an unacceptable value.;Стандартное отклонение имеет недопустимое значение.
Str712;Security does not have information about the expiration date.;Инструмент не имеет информации о дате истечения.
Str714Params;Message has state {OrderState} and information about error '{Error.Message}'.;Сообщение имеет состояние {OrderState} и имеет информацию об ошибке '{Error.Message}'.
Str715;Transaction number must be different from zero.;Номер транзакции должен быть отличен от нуля.
Str716;Error cancelling.;Ошибка снятия.
Str717;Error registering.;Ошибка регистрации.
Str718;Transaction number is incorrectly set.;Номер транзакции задан неверно.
Str719;None of the possible order IDs is specified.;Не указан ни один из возможных идентификаторов заявки.
Str720Params;Order for transaction {0} was not created.;Заявка для транзакции {0} не была создана.
Str721;Wrong type of market-data.;Неправильный тип маркет-данных.
Str722;Action;Действие
Str723;Number (trade);Номер (сделка)
Str724;Price (trade);Цена (сделка)
Str725;OI (trade);ОИ (сделка)
Str726;Beginning time;Время начала
Str727;Ending time;Время окончания
Str728;Index, built from a combination of several securities through a mathematical formula.;Индекс, построенный из комбинации нескольких инструментов через математическую формулу.
Str729;Volume profile.;Профайл объема.
Str730;Chaikin volatility.;Волатильность Чайкина.
Str731;Moving Average.;Скользящая средняя.
Str732;Rate of change.;Скорость изменения.
Str733;Maximum value for a period.;Максимальное значение за период.
Str734;Linear regression - Value returns the last point prediction.;Линейная регрессия - Value возвращает прогноз последней точки.
Str735;Complete linear regression, simultaneously calculates LinearReg, LinearRegSlope, RSquared and StandardError.;Полная линейная регрессия, считает одновременно LinearReg, LinearRegSlope, RSquared и StandardError.
Str736;Period;Период
Str737;Indicator period.;Период индикатора.
Str738;Linear regression.;Линейная регрессия.
Str739;Regression R-squared.;R-квадрат регрессии.
Str740;Standard error.;Стандартная ошибка.
Str741;Coefficient with independent variable, slope of a straight line.;Коэффициент при независимой переменной, угол наклона прямой.
Str742;Linear regression gradient.;Наклон линейной регрессии.
Str743;Minimum value for a period.;Минимальное значение за период.
Str744;Average deviation.;Среднее отклонение.
Str745;Median price.;Медианная цена.
Str746;Linear regression R-squared.;R-квадрат в линейной регрессии.
Str747;Indicator based on the security property value.;Индикатор, строящийся на основе значения свойства инструмента.
Str748;Field;Поле
Str749;Level one market-data field, which is used as an indicator value.;Поле маркет-данных первого уровня, которое используется как значение индикатора.
Str750;Standard error in linear regression.;Стандартная ошибка в линейной регрессии.
Str751;Sum of N last values.;Сумма N последних значений.
Str752;Triple Exponential Moving Average.;Тройная экспоненциальная скользящая средняя.
Str753;ROC period length.;Длина периода ROC.
Str754;Vertical-horizontal filter.;Вертикально-горизонтальный фильтр.
Str755;Variable Index Dynamic Average.;Динамическая средняя переменного индекса.
Str756;Cadle volume.;Объем свечи.
Str757;Welles Wilder Average Directional Index.;Индекс среднего направления движения Welles Wilder.
Str758;Average True Range.;Средний истинный диапазон.
Str759;Chande Momentum Oscillator.;Осциллятор ценовых моментов Чанде.
Str760;Commodity Channel Index.;Индекс товарного канала.
Str761;Price oscillator without trend.;Бестрендовый ценовой осциллятор.
Str762;Welles Wilder Directional Movement Index.;Индекса направленного движения Welles Wilder.
Str763;Ichimoku.;Ишимоку.
Str764;Tenkan line.;Линия Tenkan.
Str765;Kijun line.;Линия Kijun.
Str766;Senkou Span A line.;Линия Senkou Span A.
Str767;Senkou Span B line.;Линия Senkou Span B.
Str768;Chinkou line.;Линия Chinkou.
Str769;Momentum.;Моментум.
Str770;Relative Strength Index.;Индекс относительной силы.
Str771;Relative Vigor Index.;Индекс Относительной Энергии.
Str772;Average indicator part.;Средневзвешанная часть индикатора.
Str773;Signalling part of indicator.;Сигнальная часть индикатора.
Str774;Stochastic %K.;Стохастик %K.
Str775;True range.;Истинный диапазон.
Str776;Last oscillator.;Последний осцилятор.
Str777;Bollinger Bands.;Полосы Боллинджера.
Str778;Period length;Длина периода
Str779;Period length. By default equal to 1.;Длина периода. По-умолчанию длина равна 1.
Str780;Channel width;Ширина канала
Str781;Bollinger Bands channel width. Default value equal to 2.;Ширина канала Полос Боллинджера. Значение по умолчанию равно 2.
Str782;Incorrect value of bandwidth.;Некорректное значение ширины полосы.
Str783;Changes threshold;Порог изменения
Str784;Indicator changes threshold.;Порог изменения индикатора.
Str785;Exponential Moving Average.;Экспоненциальная скользящая средняя.
Str786;Hull Moving Average.;Скользящая средняя Халла.
Str787;Period of resulting average;Период результирующей средней
Str788;Peiod of resulting average. If equal to 0, period of resulting average is equal to the square root of HMA period. By default equal to 0.;Период результирующей средней. Если равно 0, период результирующей средней равен квадратному корню периода HMA. По умолчанию равно 0.
Str789;Jurik Moving Average;Юриковская (Jurik's) скользящая средняя.
Str790;Phase;Фаза
Str791;Moving average phase.;Фаза скользящей средней.
Str792;Kaufman adaptive moving average.;Адаптивная скользящая средняя Кауфманна.
Str793;Fast MA;Быстрая MA
Str794;Fast EMA period. By default value is 2.;Период быстрой EMA. Значение по умолчанию 2.
Str795;Slow MA;Медленная MA
Str796;Slow EMA period. By default value is 30.;Период медленной EMA. Значение по умолчанию 30.
Str797;Convergence/divergence of moving averages.;Схождение/расхождение скользящих средних.
Str798;Long MA;Длинная MA
Str799;Long moving average.;Длинная скользящая средняя.
Str800;Short MA;Короткая MA
Str801;Short moving average.;Короткая скользящая средняя.
Str802;Convergence/divergence of moving averages. Histogram.;Схождение/расхождение скользящих средних. Гистограмма.
Str803;Convergence/divergence of moving averages with signal line.;Схождение/расхождение скользящих средних с сигнальной линией.
Str804;Signalling MA;Сигнальная MA
Str805;Signalling Voving Average.;Сигнальная скользящая средняя.
Str806;Multiplication factor;Множитель
Str807;Multiplication factor.;Множитель.
Str809;Parabolic SAR trend indicator implementation.;Реализация индикатора тренда Parabolic SAR.
Str810;Factor;Фактор
Str811;Acceleration factor.;Фактор ускорения.
Str812;Step;Шаг
Str813;Acceleration factor step.;Шаг фактора ускорения.
Max;Max;Макс
Str815;Maximum acceleration factor.;Максимальный фактор ускорения.
Str816;Peak.;Пик.
Str817;PeakBar.;ПикБар.
Str818;Simple moving average.;Простая скользящая средняя.
Str819;Smoothed Moving Average.;Сглаженное скользящее среднее.
Str820;Standard deviation.;Стандартное отклонение.
Str821;Trough.;Впадина.
Str822;TroughBar.;ВпадинаБар.
Str823;Volume weighted moving average.;Взвешенная по объему скользящая средняя.
Str824;Weighted moving average.;Взвешанная скользящая средняя.
Str825;Welles Wilder Moving Average.;Скользящая средняя Welles Wilder.
Str826;ZigZag.;ЗигЗаг.
Str827;Bars between local extremes;Баров между локальными экстремумами
Str828;Minimum number of bars between local maximums, minimums.;Минимальное число баров между локальными максимумами, минимумами.
Str829;Bars between extremes;Баров между экстремумами
Str830;Bars minimum, on which Zigzag will not build a second maximum (or minimum), if it is smaller (or larger) by a deviation of the previous respectively.;Минимум баров, на котором Zigzag не будет строить второй максимум (или минимум), если тот меньше (или больше) на deviation предыдущего соответственно.
Str831;Minimum change;Минимальное изменение
Str832;Minimum number of points between maximums (minimums) of two adjacent bars used by Zigzag indicator to form a local peak (local trough).;Минимальное количество пунктов между максимумами (минимумами) двух соседних баров для того чтобы индикатор Zigzag сформировал локальную вершину (локальный минимум).
Str833;Percentage change;Процент изменения
Str834;Percentage change. Specified in 0 to 1 range.;Процент изменения. Указывается в диапазоне от 0 до 1.
Str835;Acceleration / Decelration Indicator.;Индикатор Замедления / Ускорения.
Str836;Awesome Oscillator.;Чудесный осцилятор.
Str837;Alligator.;Аллигатор.
Str838;Jaw.;Челюсть.
Str839;Teeth.;Зубы.
Str840;Lips.;Губы.
Str841;Shift;Сдвиг
Str842;Shift to the future.;Сдвиг в будущее.
Str843;Median price;Медианная цена
Str844;Fractals.;Фракталы.
Str845;Indicator length must be an odd number.;Длина индикатора должна быть нечетным числом.
Str846;Up fractal;Фрактал вверх
Str847;Up fractal.;Фрактал вверх.
Str848;Down fractal;Фрактал вниз
Str849;Down fractal.;Фрактал вниз.
Str850;Gator oscillator.;Gator осцилятор.
Str851;Top histogram.;Верхняя гистограмма.
Str852;Lower histogram.;Нижняя гистограмма.
Str853;Market Facilitation Index.;Индекс Облегчения Рынка.
Str854;Williams Percent Range.;Процентный диапазон Уильямса.
Str855Params;Activation of risk-rule {0}-{1} with action {2}.;Активация риск-правила {0}-{1} с действием {2}.
Str856;Close positions.;Закрыть позиции.
Str857;Stop trading.;Остановить торговлю.
Str858;Cancel orders.;Отменить заявки.
Str859;Action that needs to be taken in case of rule activation.;Действие, которое необходимо совершить в случае активации правило.
Str860;Risk-rule, tracking profit-loss.;Риск-правило, отслеживающее прибыль-убыток.
Str861;Profit-loss.;Прибыль-убыток.
Str862;Position;Позиция
Str863;Risk-rule, tracking position size.;Риск-правило, отслеживающее размер позиции.
Str864;Position size.;Размер позиции.
Str865;Position (time);Позиция (время)
Str866;Risk-rule, tracking position lifetime.;Риск-правило, отслеживающее время жизни позиции.
Str867;Position lifetime.;Время жизни позиции.
Str868;Risk-rule, tracking commission size.;Риск-правило, отслеживающее размер комиссии.
Str869;Commission size.;Размер комиссии.
Str870;Risk-rule, tracking slippage size.;Риск-правило, отслеживающее размер проскальзывания.
Str871;Sllippage size.;Размер проскальзывания.
Str872;Order (price);Заявка (цена)
Str873;Risk-rule, tracking order price.;Риск-правило, отслеживающее цену заявки.
Str874;Risk-rule, tracking order volume.;Риск-правило, отслеживающее объем заявки.
Str875;Order volume.;Объем заявки.
Str876;Order (frequency);Заявка (частота)
Str877;Risk-rule, tracking orders placing frequency.;Риск-правило, отслеживающее частоту выставления заявок.
Str878;Quantity;Количество
Str879;Interval, during which orders quantity will be monitored.;Интервал, в пределах которого будет отслеживать количество заявок.
Str880;Risk-rule, tracking trade price.;Риск-правило, отслеживающее цену сделки.
Str881;Risk-rule, tracking trade volume.;Риск-правило, отслеживающее объем сделки.
Str882;Trade volume.;Объем сделки.
Str883;Trade (frequency);Сделка (частота)
Str884;Risk-rule, tracking orders execution frequency.;Риск-правило, отслеживающее частоту совершения сделок.
Str885;Interval, during which trades quantity will be monitored.;Интервал, в пределах которого будет отслеживать количество сделок.
Str886;Anonymous;Анонимно
Str887;User;Пользовательский
Str888Params;Type of data '{0}' is not supported.;Тип данных '{0}' не поддерживается.
Str889;Conditional order does not have a condition.;Условная заявка не имеет условие.
Str890;Security information is missing.;Отсутствует информация по инструменту.
Str891;Portfolio was not found.;Портфель не был найден.
Str892;Order price must be positive.;Цена заявки должна быть положительной.
Str893;Limit order price can not be equal 0.;Цена лимитной заявки не может быть равной 0.
Str894;Order volume can not be zero.;Объем заявки не может быть нулевым.
Str895;Order volume can not be negative.;Объем заявки не может быть отрицательным.
Str896Params;Order already has a number '{0}'. Possibly, it was already registered.;Заявка уже имеет номер '{0}'. Возможно, она уже была зарегистрирована.
Str897Params;Order already has a transaction number '{0}'. Possibly, it was already registered.;Заявка уже имеет номер транзакции '{0}'. Возможно, она уже была зарегистрирована.
Str898Params;Order already has state '{0}'. Possibly, it was already registered.;Заявка уже имеет состояние '{0}'. Возможно, она уже была зарегистрирована.
Str899;Order has neither identifier nor trasaction number. Possibly, it was not registered.;Заявка не имеет ни идентификатор ни номер транзакции. Возможно, она не была зарегистрирована.
Str900Params;Wrong type {0} of security.;Неправильный тип {0} инструмента.
Str901Params;Option expiry date {0} absent.;Дата экспирации опциона {0} отсутствует.
Str902Params;Information about the underlying security {0} is missing.;Информация о базовом инструменте {0} отсутствует.
Str903Params;Security {0} is missing information about the stock exchange board.;У инструмента {0} отсутствует информация о биржевой площадке.
Str904Params;Order {0} does not have information about connection.;Заявка {0} не имеет информации о подключении.
Str905Params;Security {0} price step is equal zero.;Инструмент {0} имеет нулевой шаг цены.
Str906Params;Rule {0} not registered in container {1}.;Правило {0} не зарегистрировано в контейнере {1}.
Str907;Deleting.;Удаляется.
Str908;Indicator name.;Название индикатора.
Str909;Insufficient data to determine if it is possible to process IIndicatorInput.;Недостаточно сведений для определения возможности обработки IIndicatorInput.
Str910;Indicator value does not contain data.;Значение индикатора не содержит данных.
Str911;Object must be an indicator value.;Объект должен быть значением индикатора.
Str912;Index must be positive.;Индекс должен быть положительным.
Str913;Iindex is greater than the allowed range.;Индекс больше допустимного диапазона.
Str914Params;Indicator {0} does not contain the required number of values.;Индикатор {0} не содержит необходимое количество значений.
Str916;Period length is incorrectly set.;Длина периода задана неправильно.
Str917Params;Code for field {0} not found.;Код для поля {0} не найден.
Str918Params;Field for code {0} not found.;Поле для кода {0} не найдено.
Str919;level1 (local);level1 (локальное)
Str920;Message does not contain changes.;Сообщение не содержит изменения.
Str921Params;time of last {0};время последнего {0}
Str922;Unknown security change.;Неизвестное изменение инструмента.
Str923Params;Unknown security change {0}.;Неизвестное изменение {0} инструмента.
Str924;Wrong type of message.;Неправильный тип сообщения.
Str925;Wrong order number.;Неправильный номер заявки.
Str926Params;Wrong price of order {0}.;Неправильная цена заявки {0}.
Str927Params;Wrong volume of order {0}.;Неправильный объем заявки {0}.
Str928Params;Wrong number of trade transaction {0}.;Неправильный номер сделки транзакции {0}.
Str929Params;Wrong price of trade {0} order {1}.;Неправильная цена сделки {0} заявки {1}.
Str930;filling;исполнения
Str931;All transferred changes are empty.;Все переданные изменения являются пустыми.
Str932Params;Best bid {0} is greater or equal to best ask {1} during {2}.;Лучший бид {0} больше или равен лучшему офферу {1} во время {2}.
Str933;market depths;стаканы
Str934;market depths (local);стаканы (локальное)
Str935;Wrong price of quote.;Неправильная цена котировки.
Str936;Wrong volume of quote.;Неправильный объем котировки.
Str937;Order log item is not an order cancellation operation.;Строка лога заявок не является операцией отмены заявки.
Str938;Order log item does not contain information on why the order was cancelled.;Строка лога заявок не содержит информацию о причине отмены заявки.
Str939;Order log item contains incorrect information why the order was cancelled.;Строка лога заявок содержит неверную информацию о причине отмены заявки.
Str940;Interval can not be negative.;Интервал не может быть отрицательным.
Str941;Market depth can not be negative.;Глубина стакана не может быть отрицательной.
Str942;Market depth must be sorted.;Стакан должен быть отсортирован.
Str943Params;Unknown item in order log {0}.;Неизвестная строка лога заявок {0}.
Str944;Interval is incorrectly specified.;Интервал задан неверно.
Str945;Interval is not specified.;Интервал не установлен.
Str946;Closed volume is out of range.;Закрытый объем вне диапазона.
Str947;Max order registration latency;Max задержка регистрации заявки
Str948;Maximum latency value when order is registered.;Максимальное значение задержки при регистрации заявки.
Orders;Orders;Заявки
Str950;Max order cancellation latency;Max задержка отмены заявки
Str951;Maximum latency value when order is cancelled.;Максимальное значение задержки при отмене заявки.
Str952;Min order registration latency;Min задержка регистрации заявки
Str953;Minimum latency value when order is registered.;Минимальное значение задержки при регистрации заявки.
Str954;Min order cancellation latency;Min задержка отмены заявки
Str955;Minimum latency value when order is cancelled.;Минимальное значение задержки при отмене заявки.
Str956;Total orders;Всего заявок
Str957;Total number of orders.;Общее количество заявок.
Str958;Max profit;Max прибыль
Str959;Maximum profit value for the whole period.;Максимальное значение прибыли за весь период.
Str960;Max drawdown;Max просадка
Str961;Maximum absolute drawdown during the whole period.;Максимальная абсолютная просадка за весь период.
Str962;Relative drawdown;Относительная просадка
Str963;Maximum relative equity drawdown during the whole period.;Максимальная относительная просадка эквити за весь период.
Str964;Relative income;Относительная прибыль
Str965;Relative income for the whole time period.;Относительная прибыль за весь отрезок времени.
Str966;Coefficient of restitution;Коэффициент восстановления
Str967;Coefficient of restitution (Net profit / maximum drawdown).;Коэффициент восстановления (чистая прибыль / максимальная просадка).
Str968;Numeric profit;Чистая прибыль
Str969;Net profit for whole time period.;Чистая прибыль за весь отрезок времени.
Str970;Max long position;Max длинная позиция
Str971;Maximum long position size.;Максимальный размер длинной позиции.
Str972;Positions;Позиции
Str973;Max short position;Max короткая позиция
Str974;Maximum short position size.;Максимальный размер короткой позиции.
Str975;Opposite;Встречная
Str976;Opposite;Попутная
Str977;Connection settings;Настройки подключения
Str978;Mechanism for tracking connections with the trading system settings.;Настройки механизма отслеживания подключения с торговом системой.
Settings;Settings;Настройки
ConnectionSettings;Connection settings.;Настройки для подключения.
Export;Export;Экспорт
ExportSettings;Export settings.;Настройки для экспорта.
Str983;Profitable trades;Прибыльных сделок
Str984;Number of trades won (whose profit is greater than 0).;Количество выигранных сделок (прибыль которых больше 0).
Str985;Trades ;Сделки
Str986;Losing trades;Убыточных сделок
Str987;Number of trades lost with zero profit (whose profit is less than or equal to 0).;Количество проигранных сделок и с нулевой прибылью (прибыль которых меньше равна 0).
Str988;Total trades;Всего сделок
Str989;Total number of trades .;Общее количество сделок.
Str990;Closing trades;Закрывающих сделок
Str991;Total number of closing trades.;Общее количество закрывающих сделок.
Str992;Average profit;Средняя прибыль
Str993;Average trade profit.;Средняя величина прибыли сделки.
Str994;Average win;Средний выигрыш
Str995;Average winning trade.;Средняя выигрышная сделка.
Str996;Average loss;Средний проигрыш
Str997;Average losing trade.;Средняя проигрышная сделка.
Str998;candles (opening time);свечи (время открытия)
Str999;candles (max time);свечи (время макс)
Str1000;candles (min time);свечи (время мин)
Str1001;candles (closing time);свечи (время закрытия)
Str1002Params;File {0} has newer version {1} format, than current {2}.;Файл {0} имеет более новый формат версии {1}, чем текущий {2}.
Str1003Params;Error reading file {0}.;Ошибка чтения файла {0}.
Str1004Params;Name was not found for directory {0}.;Для директории {0} не было найдено названия.
Str1006Params;Difference between values {0} and {1} exceeded decimal unit allowed range.;Разница между ценами {0} и {1} превысило размерность decimal.
Str1007Params;Minimum price step {0} for security {1} does not correspond to the price itself {2}.;Минимальный шаг цены {0} инструмента {1} не соответствует самой цене {2}.
Str1008Params;Cannot cast to integer value. Price {0}, previous price {1}, step {2}, use long {3}.;Невозможно привести к целочисленному значению. Цена {0}, предыдущая цена {1}, шаг {2}, использовать long {3}.
Str1009Params;Attempting to write unordered {0}. Last written time equal to {1:yyyy/MM/dd HH:mm:ss.fff}, new {2:yyyy/MM/dd HH:mm:ss.fff}.;Попытка записать неупорядоченные {0}. Последнее записанное время равно {1:yyyy/MM/dd HH:mm:ss.fff}, новое {2:yyyy/MM/dd HH:mm:ss.fff}.
Str1010Params;Fractional volume {0} is not supported.;Дробный объем {0} не поддерживается.
Str1011;Fractional volume is not supported.;Дробный объем не поддерживается.
Str1012Params;Wrong number of trade order {0}.;Неправильный номер сделки заявки {0}.
Str1013;orders;заявки
Str1014;To value can not be less than From value.;Значение to не может быть меньше значения from.
Str1016Params;Wrong parameter of candle {0}. Candle parameter is equal {1}, storage accepts {2}.;Неправильный параметр свечи {0}. Параметр свечи равен {1}, хранилище принимает {2}.
WrongCandleType;Wrong type of candle.;Неправильный тип свечи.
Str1018;Unknown type of market-data;Неизвестный тип маркет-данных.
Str1019Params;Wrong type of data of trade {0}.;Неправильный тип данных сделки {0}.
Str1020;Wrong trade number.;Неправильный номер сделки.
Str1021Params;Wrong price of trade {0}.;Неправильная цена сделки {0}.
Str1022Params;Wrong volume of trade {0}.;Неправильный объем сделки {0}.
Str1023;trades ;сделки
Str1024;trades (local);сделки (локальное)
Str1025;Empty security ID.;Идентификатор инструмента пустой.
Str1026Params;Security for {0} is equal {1}, but should be {2}.;Инструмент для {0} равен {1}, а должен быть {2}.
Str1027Params;Security {0} volume step is equal zero.;Инструмент {0} имеет нулевой шаг объема.
Str1028;Subscribed to events.;Подписалось на события.
Str1030;Error cancelling order ;Ошибка снятия заявки 
Str1031;Order change ;Изменение заявки 
Str1032;New trades for order;Новые сделки заявки 
Str1033;All order trades ;Все сделки заявки 
Str1034;Order registration;Регистрация заявки 
Str1035;Stop-order activation;Активация стоп-заявки 
Str1036;Partial order filling;Частичное исполнение заявки 
Str1037;Cancel order;Отмена заявки 
Str1038;Completely filled;Полное исполнение 
Str1039;Portfolio does not have information about connection.;Портфель не имеет информации о подключении.
Str1040Params;Portfolio {0} balance decreased below {1};Уменьшение денег портфеля {0} ниже {1}
Str1041Params;Portfolio {0} balance increased above {1};Увеличение денег портфеля {0} выше {1}
Str1042;Position change;Изменение позиции 
Str1043;Position does not have information about portfolio.;Позиция не имеет информацию о портфеле.
Str1044Params;Position {0} decreased below {1};Уменьшение позиции {0} ниже {1}
Str1045Params;Position {0} increased above {1};Увеличение позиции {0} выше {1}
Str1046;Security change;Изменение инструмента 
Str1047;New trades of a security;Новые сделки инструмента 
Str1048;New entries in orders log for security ;Новые записи в логе заявок для инструмента 
Str1049;Security's last trade;Последняя сделка инструмента 
Str1050;Security market depth change ;Изменение стакана инструмента 
Str1051;Price value can not be zero.;Значение цены не может быть нулевым.
Str1052;Price value can not be negative.;Значение цены не может быть отрицательным.
Str1053;Quote is missing.;Отсутствует котировка.
Str1054;Last trade is missing.;Последняя сделка отсутствует.
Str1055;Exact time;Точное время
Str1056;Market depth change ;Изменение стакана 
Str1057Params;Increasing spread size of market depth {0} by {1};Повышение размера спреда стакана {0} на {1}
Str1058Params;Decreasing spread size of market depth {0} by {1};Понижение размера спреда стакана {0} на {1}
Str1059Params;Increasing best bid of market depth {0} by {1};Повышение лучшего бида стакана {0} на {1}
Str1060Params;Decreasing best bid of market depth {0} by {1};Понижение лучшего бида стакана {0} на {1}
Str1061Params;Increasing best ask of market depth {0} by {1};Повышение лучшего аска стакана {0} на {1}
Str1062Params;Decreasing best ask of market depth {0} by {1};Понижение лучшего аска стакана {0} на {1}
Str1063;Missing quote in market depth.;В стакане отсутствует котировка.
Str1064;Changed candles;Измененные свечи 
Str1065;Candle change ;Изменение свечи 
Str1066;End of candle;Окончание свечи 
Str1067Params;Icreasing close price of candle {0} above {1};Повышение цены закрытия свечи {0} выше {1}
Str1068Params;Decreasing close price of candle {0} below {1};Понижение цены закрытия свечи {0} ниже {1}
Str1069Params; - volume exceeding {0}; - превышение объема выше {0}
Str1070;Registration ID does not contain information about current candle.;Идентификатор регистрации не содержит информацию о текущей свече.
Str1071Params; - current candle exceeding {0}; - превышения объема текущей свечи выше {0}
Str1072;Started candles;Начатые свечи 
Str1073;Finished candles;Законченные свечи 
Str1075Params;{0}% of current candle is completed.;Завершение текущей свечи на {0}%.
Str1076Params;{0}% of current candles is completed.;Завершение текущих свечек на {0}%.
Str1077;Percentage change must be positive.;Процент изменения должен быть положительным.
Str1080;New trades;Новые сделки
Str1081;New orders;Новые заявки
Str1082;Activation.;Активация.
Str1083;Deletion.;Удаление.
Str1084;Deleted.;Удалено.
Str1085Params;Cannot make rule {0} self exclusive.;Невозможно правило {0} сделать взаимоисключающем самому себе.
Str1086;List of rules is empty.;Список правил пустой.
Str1087Params;Rule '{0}'. {1};Правило '{0}'. {1}
Str1088;Rules;Правила
Str1089;Suspended.;Приостановлено.
Str1090;Resumed.;Возобновлено.
Str1091Params;Rule '{0}' was earlier added to container '{1}'.;Правило '{0}' уже было ранее добавлено в контейнер '{1}'.
Str1092;Resources freed.;Освободило ресурсы.
Str1093;Connectors;Коннекторы
Str1094;Postponed messages;Отложенные сообщения
Str1095Params;Cannot connect, because connection is in state {0}.;Невозможно подключиться, так как подключение находится в состоянии {0}.
Str1096Params;Cannot disconnect, because connection is in state {0}.;Невозможно отключиться, так как подключение находится в состоянии {0}.
Str1097Params;Security {0} is not signed up to receive a filtered market depth.;Инструмент {0} не подписан на получение отфильтрованного стакана котировок.
Str1098Params;New order is being registered for security {0}. Old order is registered at {1}.;Новая заявка регистрируется по инструменту {0}. Старая зарегистрирована по {1}.
Str1099Params;First new order is being registered for security {0}. Old was registered for {1}.;Первая новая заявка регистрируется по инструменту {0}. Старая зарегистрирована по {1}.
Str1100Params;Second new order is registered with security {0}. Old is registered with {1}.;Вторая новая заявка регистрируется по инструменту {0}. Старая зарегистрирована по {1}.
Str1101Params;Order with transaction {0} was earlier registered.;Заявка с транзакцией {0} уже была ранее зарегистрирована.
Str1102Params;Security for ID '{0}' was not created.;Инструмент для идентификатора '{0}' не был создан.
