Str3629Params;Error updating database: {0};Ошибка при обновлении базы данных: {0}
Str3630Params;Error updating database.{0}{1};Ошибка при обновлении базы данных.{0}{1}
Str3631;Impossible to reverse position since it is equal to zero.;Невозможно перевернуть позицию, так как она равна нулю.
Str3632;Impossible to close position since it is equal to zero.;Невозможно закрыть позицию, так как она равна нулю.
Str3633;Strategy does not contain information about CandleManager.;Стратегия не содержит информации о CandleManager.
Str3634Params;"New candle {0}: {6} {1};{2};{3};{4}; volume {5}";"Новая свеча {0}: {6} {1};{2};{3};{4}; объем {5}"
Str3635Params;Error saving composite element: {0};Ошибка сохранения составного элемента: {0}
Str3636;Empty;Пустая
Str3637;Arbitrage;Арбитраж
Str3638;Largest volume distribution by hour;Распределение наибольшего объема по часам
Str3639;Volume distribution by price levels;Распределение объема по ценовым уровням
Str3640;.NET build (.dll)|*.dll;.NET сборки (.dll)|*.dll
Str3641Params;Strategy '{0}' was loaded earlier.;Стратегия '{0}' уже была ранее загружена.
Str3642Params;Strategy '{0}' does not have information about metadata.;Стратегия '{0}' не имеет информации о метаданных.
Str3643;To get a license you must connect to S#. Connect now?;Для получения лицензии необходимо подключиться к S#. Подключиться сейчас?
Str3644;Error receiving a license: ;Ошибка при получении лицензии: 
Str3645;Request for broker license sent.;Запрос на получение лицензии у брокера отправлен.
Str3646;Error requesting license from broker: ;Ошибка при запросе лицензии у брокера: 
Str3647;Error authorizing: ;Ошибка при авторизации: 
Str3648Params;To close the tab {0} all running strategies must be stopped.;Для закрытия вкладки {0} необходимо остановить все работающие стратегии.
Str3649;Error loading settings.;Ошибка загрузки настроек.
Str3650;At least one connection should be made.;Необходимо создать хотя бы одно подключение.
Str3651;At least one connection must be active.;Необходимо активировать хотя бы одно подключение.
Str3652Params;Strategy '{0}' is running for several configurations. They must first be stopped.;Стратегия '{0}' запущена для нескольких конфигураций. Необходимо предварительно их остановить.
Str3654;Details: ;Детали: 
Str3657;Securities search;Поиск инструментов
Str3658Params;Publishing project {0};Публикация проекта {0}
Str3659Params;Version {0} is already present in releases.;Версия {0} уже есть в релизах.
Str3660Params;Copying files from {0} to {1};Копирование файлов из {0} в {1}
Str3661Params;Compilation of project {0}|{1} {2};Компиляция проекта {0}|{1} {2}
Str3662;Error compiling project;Ошибка при компиляции проекта
Str3663;Project successfully compiled.;Компиляция проекта завершена успешно
Str3664Params;Environment {0} variable not found.;Не найдена переменная среды {0}
Str3665Params;Directory {0} for variable {0} not found;Не найдена директория {0} для переменной {0}
Str3666;Obfuscation of files;Обфускация файлов
Str3667Params;Obfuscation {0}.;Обфускация {0}.
Str3668Params;Obfuscation error for {0}!;Ошибка обфускации для {0}!
Str3669;Building updates;Построение обновлений
Str3670Params;File with description of version {0};Файл с описанием версии {0}
Str3671;Error building updates;Ошибка при построении обновлений
Str3672;Completed building updates!;Построение обновлений завершено!
Str3673;Path to a directory where publication data is stored is not specified.;Не указан путь к директории где хранятся данные для публикации.
Str3674;WyBuild project file name is not specified.;Не указано имя файла проекта wyBuild.
Str3675;Path to the assembly of a published project is not specified.;Не указан путь к сборке публикуемого проекта.
Str3676;Project has changed. Save changes?;Проект был изменен. Сохранить изменения?
Str3677;Executable file is not specified.;Не указан файл для запуска.
Str3678Params;New order for '{0}';Новая заявка на '{0}'
Str3679;Login for Transaq server.;Логин к серверу Transaq.
Str3680;Transaq server password.;Пароль к серверу Transaq.
Str3681;Transaq server address.;Адрес сервера Transaq.
Str3682;Use;Использовать
Str3683;Is proxy used to connecto to the internet.;Используется ли прокси для подключения к интернету.
Str3684;Protocol;Протокол
Str3685;Type of protocol that uses proxy.;Тип протокола, который использует прокси.
Str3686;Login (if proxy demands authorization).;Логин (если прокси требует авторизацию).
Str3687;Password (if proxy requires authorization).;Пароль (если прокси требует авторизацию).
Str3688;Proxy server address.;Адрес Proxy сервера.
Str3689;Consumer key not specified.;Не указан consumer key.
Str3690;Consumer secret not specified.;Не указан consumer secret.
Str3691Params;Token deserialization error: {0};Ошибка десериализации токена: {0}
Str3692;Access server ID.;Идентификатор сервера доступа.
Str3693; quotes; котировки
Str3694;History address;Адрес истории
Str3695;History server address.;Адрес сервера истории.
Str3696;Market data address.;Адрес маркет-данных
Str3697;Market data server address.;Адрес сервера маркет-данных.
Str3698; Error code; Код ошибки 
Str3700Params;Column {0} is missing in table {1}.;Колонка {0} отсутствует в таблице {1}.
Str3701;Tables metainformation was not received.;Метаинформация о таблицах не получена.
Str3702Params;Metainformation about table {0} was not received.;Метаинформация о таблице {0} не получена.
Str3703Params;Unable to open table! {0}.;Неудалось открыть таблицу! {0}.
Str3704;Failed to get security from secCode;не удалось получить security по secCode
Str3705;Unsuccessful attempt to establish a connection.;Неудачная попытка установить соединение.
Str3706Params;Type of order {0} is unknown.;Тип заявки {0} не известен.
Str3707Params;Order {0} direction is unknown.;Направление заявки {0} не известно.
Str3708Params;Type of stop-order {0} is unknown.;Тип стоп заявки {0} не известен.
Str3709Params;Cannot start market depth export for {0}.;Невозможно запустить экспорт стакана для {0}.
Str3710;Load securities from LMAX website;Загружать инструменты с сайта LMAX
Str3711;Should the whole set of securities be loaded from LMAX website. If switched off, securities have to be searched through Search.;Загружать ли весь набор инструментов с сайта LMAX. Если выключено, то инструменты необходимо искать через поиск.
Str3712Params;User '{0}' not found.;Пользователь '{0}' не найден.
Str3713Params;User '{0}' does not support current authorization type.;Пользователь '{0}' не поддерживает текущий вид авторизации.
Str3714Params;User '{0}' entered wrong password.;Пользователь '{0}' передал неправильный пароль.
Str3715Params;Account activity {0} has been suspended.;Действие счета {0} приостановлено.
Str3716Params;Portfolio {0} for orders restoreation not found.;Портфель {0} для восстановления заявок не найден.
Str3717Params;Security {0} for stop-order not found.;Инструмент {0} для стоп-заявки не найден.
Str3718Params;Portfolio {0} for stop-orders not found.;Портфель {0} для стоп-заявки не найден.
Str3719;Stop-order replacing is not supported.;Замена стоп-заявок не поддерживается.
Str3720;Port;Порт
Str3721;FIX listening port.;Слушающий порт FIX.
Str3722;Authorization for server access.;Авторизация для получения доступа к серверу.
Str3723;Long numbers;Длинные номера
Str3724;Use long transaction numbers. Does not work for real connections.;Использовать длинные номера транзакций. Не работает для реальных подключений.
Str3725;User;Пользователь
Str3726;Role;Роль
Str3727;Role of user in system.;Роль пользователя в системе.
Str3728;Is system access blocked.;Заблокирован ли доступ к системе.
Str3729;Current account balance.;Текущее количество денег на счету.
Str3730;Margin call;МаржинКол
Str3731;Offset from zero, when its value decreases below available account balance the account gets blocked.;Отступ от нуля, при уменьшении которого ниже денег на счете наступает блокировка счета.
Str3732;Market data sending interval.;Интервал рассылки маркет-данных.
Str3733Params;State of security {0}.;Сохранение инструмента {0}.
Str3734Params;Portfolio {0} change.;Изменение портфеля {0}.
Str3735Params;Saving portfolio {0}.;Сохранение портфеля {0}.
Str3736Params;Creating new portfolio {0}.;Создание нового портфеля {0}.
Str3737Params;Creating new user {0}.;Создание нового пользователя {0}.
Str3738;Password was not changed because of incorrect data.;Пароль не был изменен из-за некорректных данных.
Str3739;Password was successfully changed.;Пароль был успешно изменен.
Str3740Params;New security {0}.;Новый инструмент {0}.
Str3741;Positions loading;Загрузка позиций
Str3742;Orders loading;Загрузка заявок
Str3743;Trades loading;Загрузка сделок
Str3744;News loading;Загрузка новостей
Str3745Params;Account {0} blocked because of margin call.;Счет {0} заблокирован из-за маржин кола.
Str3746;Market data session.;Сессия маркет-данных.
Str3747; candles history; история свечек
Str3748;Time period for which the data has to be received is not specified.;Не указан период за который необходимо получить данные.
Str3749; trades history; история сделок
Str3750;Date for which data has to be received is not specified.;Не указана дата за которую необходимо получить данные.
Str3751;User name is not specified.;Не указано имя пользователя.
Str3752;Certificates (*.pk12)|*.pk12 file;Файлы сертификатов (*.pk12)|*.pk12
Str3753;Select Rithmic API certificate;Выберите сертификат Rithmic API
Str3754;Export (auto);Экспорт (авто)
Str3755;Database;База данных
Str3756;Export type (format).;Тип экспорта (формат).
Str3757;From what date to begin exporting data.;С какой даты начать экспротировать данные.
Str3758;Export directory;Директория экспорта
Str3759;Directory where data will be exported.;Директория, куда будут экспортироваться данные.
Str3760;Time offset in days.;Временной отступ в днях.
Str3761;Candles parameters.;Параметры свечек.
Str3762;Connection to database. Used in exporting through SQL.;Подключение к базе данных. Использует в случае экспорта через SQL.
Str3763;Batch;Пакет
Str3764;Transmitted data package size. By default equal to 50 elements. Used when exporting through SQL.;Размер пакета передаваемых данных. По-умолчанию равен 50 элементам. Использует в случае экспорта через SQL.
Str3765;Uniqueness;Уникальность
Str3766;To check the uniqueness of the data in the database. Affects performance. By default is enabled. Used when exporting through SQL.;Проверять уникальность данных в базе данных. Влияет на производительность. По-умолчанию включено. Использует в случае экспорта через SQL.
Str3767;Task designed for automatic schedule data export to external files (txt, excel and etc.).;Задача предназначена для автоматического экспорта данных по расписанию во внешний файлы (txt, excel и т.д.).
Str3768;To export to a database, you must specify the connection string.;Для экспорта в базу данных необходимо задать строку подключения.
Str3769Params;{0}. Export {1} to {2}.;{0}. Экспорт {1} в {2}.
Str3770;No data to convert.;Нет данных для конвертации.
Str3771;Too much data to export to Excel.;Слишком много данных для экспорта в Excel.
Str3772Params;{0}. Export {1} to {2}. Date {3}.;{0}. Экспорт {1} в {2}. Дата {3}.
Str3773;OL to ticks;ОЛ в тики
Str3774;OL to market depths;ОЛ в стаканы
Str3775;OL to candles;ОЛ в свечи
Str3776;Ticks to candles;Тики в свечи
Str3777;Market depths in candle;Стаканы в свечи
Str3778;Time offset in days from date of launching task.;Временной отступ в днях от даты запуска задачи.
Str3779;From what date to start data convertion.;С какой даты начать конвертировать данные.
Str3781;Market depths generation interval.;Интервал генерации стаканов.
Str3782;Maximum depth of market depths generation.;Максимальная глубина генерации стаканов.
Str3783;Where;Куда
Str3784;Data directory where converted data will be saved.;Директория с данными, куда будут сохраняться сконвертированные данные.
Str3785;Task is designed to convert one data type to another (e.g. from ticks to candles).;Задача предназначена для конвертации данных из одного типа в другой (например, из тиков в свечи).
Str3786Params;Processing security {0}. Convertion {1} in {2}.;Обработка инструмента {0}. Конвертация {1} за {2}.
Str3789;Quote type (bid or ask).;Тип котировки (бид или оффер).
Pin;Pin;Пин
Str3792Params;Information about security {0} not found.;Информация об инструменте {0} не найдена.
Str3793Params;Information about account {0} not found.;Информация о счете {0} не найдена.
Str3794Params;Information about order {0} not found.;Информация о заявке {0} не найдена.
CQGConnector;Connection to broker using CQG.;Подключение к брокеру, использующий CQG.
UnsupportSecType;Unsupported type of security {0}.;Неподдерживаемый тип инструмента {0}.
Str3800;Options orders settings.;Настройки для заявок на опционы.
SterlingConnector;Connection to broker using Sterling.;Подключение к брокеру, использующий Sterling.
Str3802;Unknown direction value.;Неизвестное значение направления.
Str3803;Extended type of order not initialized.;Расширенный тип заявки не инициализирован.
AddrNotSpecified;Address is not specified.;Не указан адрес.
RssSource;Source is designed to receive news through RSS feeds.;Источник предназначен для получения новостей через RSS фиды.
AlorHistory;Alor (history);Alor (история)
Str3807Params;Source is designed to get market-data from website {0}.;Источник предназначен для получения рыночных данных с сайта {0}.
Str3808;Synchronizing with MFD.;Производим синхронизацию с MFD.
Str3809Params;Security {0} does not contain information about MFD ID and it will be removed from the downloads list.;Инструмент {0} не содержит информацию об идентификаторе MFD и он будет удален из списка скачиваемых.
Str3835;Client number is not specified.;Не указан номер клиента.
Str3836;Token is not specified.;Не указан токен.
OandaHistory;OANDA (history);OANDA (история)
Str3838Params;Start downloading quotes for {0} for {1}.;Старт загрузки котировок за {0} для {1}.
Str3839Params;Error loading quotes for {0} for {1}.;Ошибка загрузки котировок за {0} для {1}.
Str3840Params;Source is designed to get history data from {0}.;Источник предназначен для получения исторических данных с {0}.
Str3843;Cannot cast adapter with type {0} to {1}.;Невозможно привести адаптера с типом {0} к {1}.
TaskSettings;{0} task settngs;Настройки задачи {0}
Str3846; for period of; за период
IndicatorNotFound;Indicator for {0} element is not found.;Индикатор для элемента {0} не найден.
Candles1Min;1 min. candles;1 мин. свечек
XamlStr4;Buy: Ctrl + left mouse button;Buy: Ctrl + левая кнопка мыши
XamlStr8;Sell: Ctrl + right mouse button;Sell: Ctrl + правая кнопка мыши
SlnProj;Sln проект:;Sln проект:
XamlStr10;Wyp проект:;Wyp проект:
XamlStr11;Auto;Авто
XamlStr13;Auto alignment;Автовыравнивание
XamlStr14;Auto scaling (by order and trades);Автомасштабирование с учетом заявок и сделок
XamlStr15;Build transitions automatically;Автоматически построить переходы
XamlStr16;Auto connect;Авто-подключение
XamlStr17;Auto scroll;Автопрокрутка
XamlStr19;E*TRADE authorization;Авторизация в системе E*TRADE
XamlStr21;Quik Fix Server address:;Адрес Quik Fix Server:
XamlStr23;Active;Активные
XamlStr27;English name:;Англоязычное название:
XamlStr28;Associations;Ассоциации
XamlStr29;Associations for field '{0}';Ассоциации для поля '{0}'
XamlStr35;Bid (time);Бид (время)
XamlStr36;Bid (volume);Бид (объем)
XamlStr37;Bid (own);Бид (свое)
XamlStr38;Bid (price);Бид (цена)
XamlStr40;Bid-Ask;Бид-Оффер
BrokerLicense;Broker license;Брокерская лицензия
XamlStr45;In source;В источнике
XamlStr46;It might be necessary to enter your username and password on E*TRADE website in the process of verification code obtaining. In this case it is necessary after successful authentication to press the button above once more to obtain verification code.;В процессе получения кода верификации может потребоваться ввести имя пользователя и пароль на сайте E*TRADE. В этом случае после успешной аутентификации на сайте E*TRADE необходимо нажать кнопку выше повторно для получения кода верификации.
XamlStr47;in x64 mode;в режиме x64
XamlStr48;in x86 mode;в режиме x86
Online;Online;В сети
ToCompositeElem;To composite element;В составной элемент
InStorage;In storage;В хранилище
XamlStr52;To:;В:
XamlStr54;Var margin;Вар. маржа
XamlStr57;Size of the movement:;Величина движения:
Undo;Undo;Вернуть
UndoChanges;Undo changes;Вернуть изменения
XamlStr61;On;Вкл.
XamlStr62;Non system;Внесистемные
XamlStr63;Vola (max):;Вола (макс):
XamlStr64;Vola (min):;Вола (мин):
XamlStr66;Have a question?;Вопрос?
XamlStr67;Uptrend;Восходящий
XamlStr70;Order registration time.;Время выставления заявки на Биржу.
XamlStr72;Time in force:;Время жизни:
XamlStr73;Last trade time;Время посл. сделки
XamlStr74;Last operation time;Время последней операции
XamlStr76;Settings OK!;Все настроено правильно!
Paste;Paste;Вставить
XamlStr78;Auto login;Входить автоматически
XamlStr79;Select security...;Выберите инструмент...
XamlStr80;Security selection;Выбор инструмента
XamlStr81;Portfolio selection;Выбор портфеля
XamlStr82;Selected columns;Выбранные колонки
XamlStr83;Selected: 0;Выбрано: 0
XamlStr84;Select connection;Выбрать подключение
XamlStr85;Show market depth;Выводить стакан
XamlStr86;Upload non system ticks;Выгружать ли внесистемные сделки
XamlStr87;Uploaded 0;Выгружено 0
XamlStr91;Securities search in progress. Wait...;Выполняется поиск инструментов. Подождите...
LineAlignment;Line alignment;Выравнивание линии
Cut;Cut;Вырезать
XamlStr94;Register orders by click;Выставлять заявки с графика
XamlStr97;Generator (depth);Генератор (стакан)
XamlStr98;Size of market depth. Can be trimmed if size in storage is bigger than specified;Глубина стакана. Обрезается, если глубина в хранилище больше указанной
Year;Year;Год
Speech;Speech;Голос
XamlStr106;Graphical monitoring;Графический мониторинг
XamlStr108;Yes;Да
XamlStr109;Data;Данные
XamlStr111;Date is not selected;Дата не выбрана
XamlStr112;End date of the schedule validity;Дата окончания периода действия расписания
XamlStr113;Last trade date;Дата посл. сделки
XamlStr114;Expiration date;Дата экспирации
XamlStr115;The date until which the schedule is valid;Дата, до которой распространяется действие расписания работы площадки
XamlStr116;Date:;Дата:
XamlStr117;Debug log;Дебаг лог
XamlStr120;Valid until:;Действительно до:
XamlStr123;Day;День
XamlStr124;A day from Monday to Friday falling to the holiday;День с понедельника по пятницу, приходящийся на выходной
XamlStr125;Depo;Депо
Details;Details;Детальная информация
LogDirectory;Log directory;Директория с логами
SettingsDirectory;Settings directory;Директория с настройками
XamlStr131;To continue the E*TRADE authorization process it is necessary to get verification code on the official E*TRADE website and copy it to the text field below.;Для продолжения процесса авторизации в системе E*TRADE необходимо получить код верификации на официальном сайте E*TRADE и скопировать его в текстовое поле ниже.
XamlStr132;till;до
XamlStr135;Change mapping...;Добавить ассоциацию...
XamlStr136;Add task;Добавить задачу
XamlStr137;Add security...;Добавить инструмент...
XamlStr138;Add securities;Добавить инструменты
XamlStr140;Add source;Добавить источник
XamlStr141;Add new backtesting;Добавить новый тест
XamlStr142;Add asix;Добавить ось
XamlStr143;Add panel;Добавить панель
XamlStr144;Add connection;Добавить подключение
XamlStr145;Add rule;Добавить правило
XamlStr146;Add break point;Добавить точку остановки
XamlStr147;Add:;Добавить:
XamlStr148;Documentation;Документация
XamlStr151;Extra references;Дополнительные библиотеки
XamlStr152;Extra criteria;Дополнительный фильтр
XamlStr155;Available columns;Доступные колонки
XamlStr157;Other;Другие
XamlStr159;Forgot password?;Забыли пароль?
XamlStr161;Title:;Заголовок:
XamlStr162;Load all securities:;Загружать все инструменты:
XamlStr163;Load layout...;Загрузить разметку...
XamlStr164;Boot test;Загрузочный тест
XamlStr165;Ask message on forum;Задать вопрос на форуме
XamlStr166;Tasks;Задачи
XamlStr168;Latency (cancellation);Задержка (отмены)
XamlStr169;Latency (registration);Задержка (регистрации)
XamlStr171;Close;Закрытие
XamlStr173;Close position;Закрыть позицию
XamlStr174;Change order;Заменить заявку
XamlStr175;Sign up for the next algotrading course;Записаться на ближайшие курсы по алготрейдингу
XamlStr176;Remember choice (start selected configuration automatically);Запомнить выбор (запускать выбранную конфигурацию автоматически)
XamlStr177;Request all securities;Запрашивать все инструменты
XamlStr178;Launch are available in x86 or x64 modes.;Запуск возможен в режимах x86 и x64.
XamlStr180;Runned Quiks:;Запущенные Quik:
XamlStr182;Order fail;Заявка-Ошибка
XamlStr186;Value (S#);Значение (S#)
XamlStr187;Value (file);Значение (файл)
XamlStr189;Loading data. Wait…;Идет загрузка данных. Подождите...
XamlStr191;From OL;Из ОЛ
XamlStr192;From composite element;Из составного элемента
XamlStr193;From:;Из:
XamlStr196;Change orders with single transaction;Изменение заявок одной транзакцией
XamlStr197;Price change:;Изменение цены:
Change;Change;Изменить
Import;Import;Импорт
XamlStr210;Market depth generation interval in ms.;Интервал генерации стакана в мс.
ExchangeInfo;Exchange info;Информация о бирже
BoardInfo;Board info;Информация о площадке
Find;Find;Искать
XamlStr215;Exclude:;Исключить:
XamlStr216;Use virtual portfolio;Использовать виртуальный счет
XamlStr217;Use localy:;Использовать локально:
XamlStr218;Use:;Использовать:
XamlStr219;Historical candles;Исторические свечи
XamlStr220;Historical ticks;Исторические сделки
XamlStr222;Candle history...;История свечек...
XamlStr223;Tick history...;История сделок...
XamlStr226;The source does not support security search on the exchange. The search will be carried out locally.;Источник не предоставляет возможность поиска инструментов на бирже. Поиск будет осуществлен локально.
XamlStr227;Sources;Источники
XamlStr228;Underlying securities;Исходные инструменты
XamlStr229;To output;К выходному параметру
XamlStr230;Next element;К следующему элементу
XamlStr233;Category;Категория
XamlStr234;Key:;Ключ:
XamlStr236;Code IB:;Код IB:
XamlStr239;Bid count;Кол-во бидов
XamlStr240;Order count;Кол-во заявок
XamlStr241;Order count per sec.;Кол-во заявок в сек.
XamlStr242;Log count;Кол-во операций
XamlStr243;Log count per sec.;Кол-во операций в сек.
XamlStr244;Ask count;Кол-во офферов
XamlStr245;Tick count;Кол-во сделок
XamlStr246;Tick count per sec.;Кол-во сделок в сек.
XamlStr248;Order count;Количество заявок
XamlStr249;Commission;Комиссии
XamlStr252;Components;Компоненты
XamlStr253;Strategy components;Компоненты для стратегии
XamlStr254;End:;Конец:
XamlStr255;Configuration;Конфигурации
Copy;Copy;Копировать
XamlStr257;Basket portfolio;Корзина портфелей
XamlStr259;Buy;Купить
XamlStr260;Buy by market;Купить по рынку
Edu;Edu;Курсы
Level1;Level 1;Level 1
TPlusLimit;T+ limit;Лимит Т+
License;License;Лицензия
LicenseStockSharp;License StockSharp;Лицензия StockSharp
Log;Log;Лог
OrderLog;Order log;Лог заявок
LogsHasErrors;Logs (has errors);Логи (есть ошибки)
StockSharpLogin;StockSharp login;Логин на СтокШарп
CredentialsStockSharpCom;Credentials to StockSharp.com;Логин/пароль к сайту StockSharp.com
XamlStr284;Best bid price or a trade by specified price or higher.;Лучшая цена покупки или сделка по заданной цене и выше.
XamlStr286;Best ask price or a trade by specified price or lower.;Лучшая цена продажи или сделка по заданной цене и ниже.
LciViewer;BPI Viewer;ЛЧИ Графики
XamlStr291;Max depth order book generation;Максимальная глубина генерируемого стакана
XamlStr292;Max;Максимальное
XamlStr293;Max quote volume in generated depth;Максимальный объем котировки генерируемого стакана
XamlStr297;MarginCall;МаржКол
XamlStr299;Market data session;Маркет-дата сессия
XamlStr300;Scale:;Масштаб:
XamlStr301;Melody;Мелодия
XamlStr302;Menu;Меню
Month;Month;Месяц
Min;Min;Мин
Minimum;Minimum;Минимальное
BlackModel;Black model;Модель Блэка
XamlStr308;Current date modifier;Модификатор текущей даты
XamlStr309;Price modifier of the underlying asset;Модификатор цены базового актива
XamlStr310;Modified current date;Модифицированная текущая дата
MyTrades;My trades;Мои сделки
XamlStr313;Work monitoring;Мониторинг работы
XamlStr314;Press the button to save new exchange;Нажмите кнопку, чтобы сохранить новую биржу
XamlStr315;Press the button to save new exchange board;Нажмите кнопку, чтобы сохранить новую площадку
XamlStr317;Name (short);Название (короткое)
XamlStr320;Highest bid;Наивысшый бид
XamlStr323;Lowest ask;Наименьший оффер
XamlStr324;Find security;Найти инструмент
XamlStr325;Fin securities:;Найти инструменты:
CommissionSettings;Commission settings;Настройка комиссий
RiskSettings;Risk settings;Настройка контроля рисков
XamlStr332;Mapping configuration for portfolios and connections;Настройка сопоставления портфелей и подключений
XamlStr334;Connection settings;Настройки подключений
NetworkSettings;Network settings;Настройки сети
NotificationSettings;Notification settings;Настройки уведомлений
StartTime;Start time;Начало работы
XamlStr341;Begin:;Начало:
XamlStr342;Begin;Начальное
XamlStr343;Start drawing chart for the security;Начать построение графика для инструмента
XamlStr344;No data type is selected;Не выбран ни один тип данных.
NotBuild;Do not build;Не строить
XamlStr352;New algo-order...;Новая алго-заявка...
XamlStr353;New order...;Новая заявка...
XamlStr354;New stop-order...;Новая стоп-заявка...
XamlStr355;New;Новое
XamlStr356;New connection;Новое подключение
XamlStr357;New:;Новое:
XamlStr360;New password;Новый пароль
XamlStr361;New test;Новый тест
IsRegistered;Not registered?;Новый юзер?
XamlStr365;Id (board);Номер (площадка)
XamlStr368;Margin is higher than specified.;Обеспеченность выше заданной.
XamlStr369;Margin is lower than specified.;Обеспеченность ниже заданной.
XamlStr370;Overview:;Обзор:
OverviewArea;Overview area;Область просмотра
Obfucate;Obfucate:;Обфусцировать:
Join;Join;Объединить
XamlStr376;Merge selected elements into a composite element;Объединить выбранные элементы в составной элемент
XamlStr382;Last trade volume;Объем посл. сделки
XamlStr385;OK;ОК
Window;Window;Окно
XamlStr387;End time;Окончание работы
OrderLogOf;OL;ОЛ
OnlineDoc;Online documentation;Онлайн документация
XamlStr391;Description of the source and its data;Описание источника и получаемых данных
XamlStr392;Task description:;Описание источника:
XamlStr394;Optimize;Оптимизировать
XamlStr395;Publish;Опубликовать
XamlStr396;Option calculator;Опционный калькулятор
XamlStr397;{0} messages left;Осталось {0} писем
XamlStr398;{0} SMS left;Осталось {0} смс
XamlStr401;Cancel building;Остановить построение
XamlStr402;Stop drawing chart for the security;Остановить построение графика для инструмента
XamlStr403;from;от
XamlStr405;Reject;Отклонить
XamlStr407;Public:;Открытая:
XamlStr408;Open time;Открытие
XamlStr410;Open configuration;Открыть конфигурацию
XamlStr411;Open Terminal configuration;Открыть конфигурацию Терминала
XamlStr412;Open settings;Открыть настройки
XamlStr413;Open script;Открыть скрипт
XamlStr414;Open strategy;Открыть стратегию
XamlStr415;Open Terminal;Открыть Терминал
XamlStr416;Open file...;Открыть файл...
XamlStr419;Cancel;Отменить
XamlStr420;Cancel all orders;Отменить все заявки
XamlStr421;Cancel selected orders;Отменить выбранные заявки
XamlStr422;Cancel orders;Отменить заявки
XamlStr423;Cancel order;Отменить заявку
XamlStr424;Cancel changes;Отменить изменения
XamlStr425;Cancel drawing;Отменить отрисовку
XamlStr426;Unsubscribe;Отписаться
XamlStr427;Send;Отправить
XamlStr428;Send request;Отправить запрос
XamlStr429;Send license request to the broker;Отправить запрос на получение лицензии брокеру
XamlStr430;Sent orders;Отправленные заявки
XamlStr431;Filtered {0} from {1};Отфильтровано {0} из {1}
XamlStr432;Report;Отчет
XamlStr433;Reports;Отчеты
XamlStr435;Ask (time);Оффер (время)
XamlStr436;Ask (volume);Оффер (объем)
XamlStr437;Ask (own);Оффер (свое)
XamlStr438;Ask (price);Оффер (цена)
XamlStr439;Ask:;Оффер:
XamlStr440;Reset;Очистить
XamlStr441;Reset filter;Очистить фильтр
XamlStr442;Reset form;Очистить форму
XamlStr443;Errors;Ошибок
XamlStr445;Element panel;Панель элементов
XamlStr447;Optimization parameters;Параметры для оптимизации
StorageParameters;Storage parameters;Параметры хранилища данных
Revert;Revert;Перевернуть
RevertPosition;Revert position;Перевернуть позицию
Convert;Convert;Перевести
XamlStr453;Duration:;Период действия:
XamlStr454;Period from;Период с
till;till;по
XamlStr461;Till:;По:
XamlStr462;Share;Поделиться
ShareImage;Share image;Поделиться ссылкой на изображение
ShareFile;Share file;Поделиться ссылкой на файл
Connections;Connections;Подключения
XamlStr469;Connector to S# server;Подключиться к серверу S#
XamlStr470;Connect to chat;Подключиться к чату
Subscribe;Subscribe;Подписаться
MarketDataSubscription;Market data subscription;Подписка на данные
XamlStr477;Security search;Поиск инструмента
XamlStr479;Search on the exchange;Поиск на бирже
XamlStr480;Until cancelled;Пока не снимется
XamlStr481;Show review panel;Показать панель обзора
XamlStr482;Show candles on chart…;Показать свечи на графике...
OpenFile;Open file;Показать файл
OpenLicense;Open license file;Показать файл лицензии
ShowTooltip;Show tooltip;Показывать всплывающую подсказку
ShowValue;Show value;Показывать значение
XamlStr487;Show values on axis;Показывать значения на оси
ShowCross;Show cross;Показывать перекрестие
XamlStr489;Show strategies without equity;Показывать стратегии без эквити
XamlStr490;Bids (count);Покупатели (кол-во)
XamlStr491;Bids (volume);Покупатели (объем)
XamlStr493;Buy (volume);Покупка (объем)
XamlStr494;Buy (price);Покупка (цена)
XamlStr495;S# field;Поле S#
XamlStr496;Received data:;Получаемые данные:
SubscribeNews;Subscribe news;Получать новости
RetrievingHardwareId;Retrieving hardware id...;Получение id компьютера...
XamlStr500;Get for a date;Получить для даты
GetVerificationCode;Get verification code;Получить код верификации
GetLicense;Get a license;Получить лицензию
XamlStr503;Get full list of securities from IQFeed website;Получить полный список инструментов с сайта IQFeed
Users;Users;Пользователи
XamlStr509;Portfolios and connections;Портфели и подключения
XamlStr510;Portfolios...;Портфели...
IndexNum;Index num;Порядковый номер
XamlStr515;Last Level 1;Послед. L1
XamlStr516;Last OL;Послед. ОЛ
XamlStr517;Last candle;Послед. свеча
XamlStr518;Last trade;Послед. сделка
XamlStr519;Last trade (time);Послед. сделка (время)
XamlStr520;Last trade (origin);Послед. сделка (инициатор)
XamlStr521;Last trade (id);Послед. сделка (номер)
XamlStr522;Last trade (volume);Послед. сделка (объем)
XamlStr523;Last trade (trend);Послед. сделка (тренд)
XamlStr524;Last trade (price);Послед. сделка (цена)
XamlStr525;Last market depth;Послед. стакан
XamlStr526;Last:;Послед.:
XamlStr527;Settlement;Поставка
XamlStr528;Build chart;Построить график
XamlStr529;Build from:;Построить из:
XamlStr530;Build trades from order log;Построить сделки из лога заявок
XamlStr531;Build market depths from order log;Построить стаканы из лога заявок
XamlStr533;Holidays which fall to days from Monday to Friday;Праздничные дни с понедельника по пятницу
XamlStr534;Warnings;Предупреждений
